"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Lifetime Post Total Reach","Lifetime Post organic reach","Lifetime Post Paid Reach","Lifetime Post Total Impressions","Lifetime Post Organic Impressions","Lifetime Post Paid Impressions","Lifetime Engaged Users","Lifetime Talking About This (Post) by action type - comment","Lifetime Talking About This (Post) by action type - like","Lifetime Talking About This (Post) by action type - share","Lifetime Post Stories by action type - comment","Lifetime Post Stories by action type - like","Lifetime Post Stories by action type - share","Lifetime Post Consumers","Lifetime Post Consumptions","Lifetime Post consumers by type - link clicks","Lifetime Post consumers by type - other clicks","Lifetime Post consumers by type - photo view","Lifetime Post Consumptions by type - link clicks","Lifetime Post Consumptions by type - other clicks","Lifetime Post Consumptions by type - photo view","Lifetime Negative feedback","Lifetime Negative Feedback from Users","Lifetime Negative feedback - hide_all_clicks","Lifetime Negative feedback - hide_clicks","Lifetime Negative feedback - unlike_page_clicks","Lifetime Negative Feedback from Users by Type - hide_all_clicks","Lifetime Negative Feedback from Users by Type - hide_clicks","Lifetime Negative Feedback from Users by Type - unlike_page_clicks","Lifetime Post Impressions by people who have liked your Page","Lifetime Post reach by people who like your Page","Lifetime Post Paid Impressions by people who have liked your Page","Lifetime Paid reach of a post by people who like your Page","Lifetime People who have liked your Page and engaged with your post","Lifetime Average time video viewed","Lifetime Organic views to 95%","Lifetime Organic views to 95%","Lifetime Paid views to 95%","Lifetime Paid views to 95%","Lifetime Video length","Lifetime Organic Video Views","Lifetime Organic Video Views","Lifetime Paid Video Views","Lifetime Paid Video Views"
425972674207761_523189584486069,https://www.facebook.com/UnitedIssue/posts/523189584486069,"【俄媒】 卡麥隆提倡重建“抗俄”基金以保衛歐洲
　
U.I網頁版： http://united-issue.com/posts/292
　
　
其參考的範本，乃是瑪格麗特‧柴契爾夫人在冷戰期間籌組的相似計畫。
　
據彭博新聞社表示，英國首相大衛‧卡麥隆已決定要重新啟動協助東歐國家“抵抗俄羅斯威脅”的計畫。以前在冷戰期間，柴契爾夫人便主導過這樣的計畫。
　
不願具名的英國官員透漏(因為此事並不是公開資訊)，這個基金已在烏克蘭投注約500萬英鎊(等同735萬美金)。如今還要再加注1500萬英鎊，以援助摩爾多瓦、喬治亞、波士尼亞赫塞哥維納，還有塞爾維亞的民主力量。
　
此基金的運作方式會比照柴契爾夫人在1989設立的“Know-How Fund”，是幫助當時蘇聯國家政府、經濟發展轉向自由化市場的一個計畫，曾受惠者有波蘭、匈牙利、捷克斯洛伐克。這個計畫同時也幫助了東歐能源、金融業的現代化。
　
官方表示，如今的烏克蘭危機主要肇因是政府的衰弱、腐敗，以及“來自俄羅斯的反市場經濟行為”而此基金的目的，便是要防止類似情況在未來重演。
　
據彭博的報導，卡麥隆是於本週四，在布魯塞爾歐盟會議後的餐會上，向其他歐洲國家元首提及此事。
　
　
資料來源: http://www.interfax.ru/world/431083
　
　
譯者：Shan",Link,,,"03/21/2015 07:05:01 PM",314,314,0,680,680,0,18,,6,,,7,,13,13,1,12,,1,12,,0,0,,,,,,,636,276,0,0,18,0,0,0,0,0,0,0,0,0,0
425972674207761_522840887854272,https://www.facebook.com/UnitedIssue/posts/522840887854272,"【德媒】 開普敦大學：學生示威反抗殖民者雕像

U.I網頁版： http://united-issue.com/posts/290

　　在開普敦大學的爭議：學生要求去除具殖民象徵的雕像。他們在網路上發起了名為「羅德斯必須走」的活動，校園內的抗議越演越烈。

　　在非洲名列前茅大學─開普敦大學，學生們主張英國殖民者賽西爾‧約翰‧羅德斯(Cecil John Rhodes)的雕像應當要從校園中消失，1902年去世的羅德斯象徵著過去「白色的傲慢」。

　　是以過去幾周出現了幾場抗議遊行，及以「羅德斯必須走」為標語的網路活動。有位學生甚至把人的糞便塗抹在立像上，並拍照上傳至網路，隨後該立像被黑色大塑膠袋給罩住。

　　賽西爾‧約翰‧羅德斯出生於1853年，稱英國人為「世界的第一人種」。這名企業家是大英帝國在非洲的國家收購人，羅德西亞(現今的辛巴威)即以他命名，他另外還經營一些礦山，也當過一時開普殖民地*的總理，並捐贈了土地，該土地也就是開普敦大學的所在地，是以從1934年開始，他的紀念碑就豎立在校園之中。

「到底誰的遺產該被維護?」

　　抗議的學生代表馬哈巴(Ramabina Mahapa)表示，更進一步看到的是，大學行政高層「歐洲中心」的思考與表現，：「身為非洲黑人學生的我們，必須能夠認同學校，但問題是：到底在這裡誰的遺產要被維護?」(譯者：這裡的遺產可能指象徵英國殖民主義或是南非本身自己的理念、文化等遺產)

　　在一則對抗議者的聲明中，校方表示：尊重各方對雕像的「不同意見」，很清楚的是，「『羅德斯』對非洲的帝國主義和歧視的態度」需要被廣泛的討論─就如同他對於1918年成立的開普敦大學的貢獻。而塗抹紀念碑的行動肯定是不能被接受的，是以目前正著手調查這「令人惋惜的事件」。

him/AP

資料來源: http://www.spiegel.de/unispiegel/wunderbar/universitaet-kapstadt-studentenproteste-gegen-rhodes-statue-a-1024040.html

備註:*開普殖民地：昔日大英帝國的殖民地之一，於南非的境內，包含開普敦及其鄰近地區。

譯者：P.Yang",Link,,,"03/20/2015 06:00:01 PM",451,451,0,887,887,0,44,,22,,,22,,32,40,4,28,,4,36,,0,0,,,,,,,831,404,0,0,43,0,0,0,0,0,0,0,0,0,0
425972674207761_522480287890332,https://www.facebook.com/UnitedIssue/posts/522480287890332,"【韓媒】 [社論] 草率立法百孔千瘡的「金英蘭法」
　
U.I網頁版： http://united-issue.com/posts/289
　
　　前天國會通過的 《金英蘭法》（禁止不正請託及收受金品等法） 掀起了強烈的風暴，立意雖好，但在立法過程中內容變質，而招致過度草率、厚顏立法的批判。法案通過才一天，朝野全都認定需要修正補全而汲汲於對風暴滅火。法案在付梓之前就已在討論修法，該怎麼看待這樣的鬧劇呢？金英蘭法在施行之前就已呈百孔千瘡的窘態。 　 　
　
　　昨天一天，除了朝野內部，連網路世界都對金英蘭法的草率而要求修正的聲浪不斷。被指需要修正補全的部分，是此法適用的對象超越公職人員而擴大到民間領域，將社運團體與專業人士排除，違背了民間部門內部的平衡性，還可能違憲的包括：配偶有檢舉義務、妨礙新聞自由的可能、檢察官可能濫用調查權等。這些都是重要的部分，任何一個都不能輕率處理。讓此法通過，然後再討論修法，本身就真夠荒唐。我們國會的素質低落至此，讓人失望至極。 　 　
　
　　國會顯然自己都知道「金英蘭法」的問題。國會法制司法委員長李相珉透露，對於草率立法這個導致民怨、滿是缺陷的法律，他感到愧疚。新世界黨國會總召劉承旼表示，對於此法欠周之處或副作用，他會以謙卑的姿態加以補強。對於在野黨領導階層的無所作為，也出現了批判。如此，國會在此法施行前的一年六個月的緩衝期間，現任國會議員排除在適用對象之外，也就是民選的公職即使屬於十五種瀆職關說的類型，也不會受到處罰，這就是它被指責為不要臉立法的理由。 　
　
　　「金英蘭法」當初被當做「清廉革命的第一步」，而成為人民的關心焦點。在立法過程中爭論極大，最後版本雖變了質，但在「反腐敗時代精神」的大使命下，是誰也不能逆轉的。但是，即使立意再好、再偉大，若不能鞏固基準或平衡性、實效性的話，就會招致更大的混亂。國會應在不毀損此法基本立意的底線下，無私地展開修正補強的作業。
　
　
資料來源: http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=1700&amp;key=20150305.22031185622
　
　

備註：

金英蘭法：
為南韓國會於今年(2015)三月表決通過的反貪腐法案，於明年9月起「金英蘭法」正式生效。該法為前南韓國民權益委員會委員長金英蘭提出，因而得名，全名為《關於禁止接受不正當請託和財物的法律制定案》，公職人員若收受超過100萬韓元（台幣約3萬）的財物，不管該行為是否與其職務有關，將受到刑事處罰。因其懲罰範圍和力度飽受爭議，固這部法案被韓國媒體稱為史上最嚴厲的反腐法案。
　
　
相關參考資料:
　
http://zh.apdnews.com/asia/asia/seouljianwen/2015/0305/170137.shtml
http://news.ltn.com.tw/news/world/breakingnews/1246208
　
譯者：UI team",Link,,,"03/19/2015 06:00:02 PM",631,631,0,1219,1219,0,39,,14,,,15,,28,34,8,23,,8,26,,0,0,,,,,,,1160,582,0,0,38,0,0,0,0,0,0,0,0,0,0
425972674207761_522022537936107,https://www.facebook.com/UnitedIssue/posts/522022537936107,"【德媒】經濟成長預測：經濟專家預測德國黃金時代即將來臨
　
U.I網頁版：http://united-issue.com/posts/287

50萬個新的就業機會以及兩個百分比的經濟成長：德國經濟研究院(DIW)和經合組織(OECD)預測，德國經濟在2016年將有大幅的復甦。然而，經濟的推力主要是仍是來自石油降價與廉價貨幣政策。
　
根據最近兩項經濟預測，德國直到2016年年底前將有格外強勁的經濟成長。德國經濟研究院預估明年德國國內生產總值(GDP)將有2.2％的增幅。經濟合作暨發展組織(OECD)則預估德國在2015年將有1.9％的經濟成長，相較之下德國去年的經濟成長率僅1.6％。
　
相比德國聯邦政府預測2015年之1.5％經濟成長率，這兩個單位的預測較為樂觀，數據也高於其上一次的預估結果。此外DIW認為市場並沒有過熱的跡象，因為歐元區與中國等重要市場發展狀況仍較為疲弱。 
　
DIW並表示，強勁的增長亦將反映在勞動力市場上，學者預估今年將有30萬個新的就業機會釋出，2016年則還會產生20萬個工作機會。
　
另外，今年年初開始實施的最低工資制度至今對就業市場沒有負面影響，但部分乾洗與出租車業者仍有漲價。
　
&quot;通膨風險仍舊存在&quot;
　
此波經濟成長的成因很大一部份並非來自德國本身，而是受外界的影響，例如DIW和經合組織指出的低油價與寬鬆的貨幣政策造成之歐元貶值。此外DIW亦表示，強勁的勞動力市場可以促進消費並強化國內經濟。 相比之下，全球的投資活動在面對高風險之下，將只有相對溫和的增長。
　
德國明年的經濟前景同樣相當樂觀。DIW預計的成長率仍舊為1.9％，經合組織則預估2.3％的經濟增長。然而DIW表示，烏克蘭情勢漸趨緊張，仍可能威脅德國的景氣復甦。此外美國若突然或超出預期地大幅提升政策利率，將可能造成新興市場或歐元區的資本流出，或使歐洲陷入危及經濟的通貨膨脹之中。
 　
 　
資料來源:
http://www.spiegel.de/wirtschaft/soziales/wirtschaft-in-deutschland-experten-rechnen-mit-hohem-wachstum-a-1024174.html
　
　
譯者:李諒昱",Link,,,"03/18/2015 06:00:02 PM",370,370,0,798,798,0,19,,9,,,9,,12,15,,12,,,15,,0,0,,,,,,,734,320,0,0,18,0,0,0,0,0,0,0,0,0,0
425972674207761_520627544742273,https://www.facebook.com/UnitedIssue/posts/520627544742273,"【俄媒】 俄國4G上網速度比美國快40%

U.I網頁版： http://united-issue.com/posts/285

調查人員測試世界上所有國家的4G網路速度，俄國速度指數表現可圈可點。以手機上網LTE來說，俄國的網路速度高於美國約42.9%，甚至趕過日本優越的上網速率。

調查公司《OpenSignal》表示，俄國4G網路連線的平均速率約10Mb/s，而美國則為7Mb/s，且手機上網的費率又較俄國高。

日本4G的平均上網速度為9Mb/s，比俄國稍慢，且價格昂貴。此外，俄國4G上網速率遠不及西班牙的18Mb/s。

俄國優秀的手機上網速度，歸因於高額的基礎建設，再加上目前使用4G上網的人數還不多，因此俄國的網速尚高於使用率高的美國和日本。據OpenSignal測試，目前俄國電信業者，提供手機上網速度最快者為Beeline，約11Mb/s，第二名由Megafon和MTS的9Mb/s獲得。

資料來源: http://goo.gl/x4A7Zh

譯者：王昱偉",Link,,,"03/16/2015 02:35:11 AM",860,860,0,1836,1836,0,87,,33,1,,33,1,66,82,9,61,,11,71,,0,0,,,,,,,1637,737,0,0,84,0,0,0,0,0,0,0,0,0,0
425972674207761_519520358186325,https://www.facebook.com/UnitedIssue/posts/519520358186325,"【日媒】 名古屋女子馬拉松 前田勇奪第三

U.I網頁版： http://united-issue.com/posts/280

兼負日本今年8月世界選手權資格賽的名古屋女子馬拉松賽，前田彩里選手以2小時22分48秒的優異成績，勇奪總排名第三，為日本選手第一名。

在領跑者於賽程30公里處分開後，領先集團的3人中，去年亞運奪冠的巴林選手基爾瓦開始領先前田等兩位選手，往前衝出。

基爾瓦接著就一路領先，以2小時22分8秒的成績奪得后冠。

前田選手在15公里的水站，發生了擦撞其他選手而跌倒的意外，造成左膝蓋破皮受傷，但是馬上爬起來奮力奔跑，最終以仍2小時22分48秒，日本記錄第8名的優異成績勇奪比賽第3名。

前田選手是繼去年1月的大阪國際馬拉松之後，第2次挑戰全程馬拉松。她說：『對於得到日本選手第一名的這個結果，感到很高興。跌倒受傷雖然非常痛，但是因為還在賽程的初期，心裡想著還是要沉著下來。我是抱著挑戰世界的心情而努力，會把這次當作到達最終目標前的一個中途點，繼續努力。』


資料來源: http://goo.gl/CPghZv


譯者：Ricky Chang",Link,,,"03/15/2015 02:00:00 AM",278,278,0,554,554,0,16,,9,,,9,,9,14,1,8,,1,13,,0,0,,,,,,,505,239,0,0,16,0,0,0,0,0,0,0,0,0,0
425972674207761_519520471519647,https://www.facebook.com/UnitedIssue/posts/519520471519647,"【日媒】 &lt;梵蒂岡&gt;和中國接觸…64年前斷交，尋求改善關係的對話

U.I網頁版： http://united-issue.com/posts/284

根據義大利媒體報導，梵蒂岡國務樞機卿帕羅林11日表明要和沒有邦交關係的中國接觸，教宗方濟各在前年3月就任以來不斷對中國喊話希望開啟改善關係的對話。

帕羅林11日在羅馬市區內發表關於梵蒂岡外交演說之時，對媒體們表示「梵蒂岡和中國間有要對話的意思，期待今後接觸、進行更具體的對話。」

中國1951年和梵蒂岡斷交。中國的天主教教會分為政府公認的「中國天主教愛國會」和宣示對教宗忠誠的非公認地下教會，梵蒂岡和中國在神職人員、主教任命的權限方面對立。德國出身的前教宗班奈狄克16世時雖有為解決此問題而接觸，但沒有很大進展。

不過，雖然並非歐洲出身，南美洲阿根廷出身的方劑個就任以來就一直有緩和的跡象。教宗去年8月訪問韓國時就呼籲和中國「以兄弟的身分對話」，表明拜訪中國的希望，去年9月送親筆信邀請習近平至梵蒂岡。

資料來源: http://goo.gl/WzGjw8

備註:圖片來源:http://headlines.yahoo.co.jp/hl?a=20150313-00000092-mai-int.view-000

譯者：F.D Liling, Jr.",Link,,,"03/14/2015 06:00:01 PM",442,442,0,891,891,0,34,,13,,,13,,28,33,,28,,,33,,0,0,,,,,,,841,404,0,0,34,0,0,0,0,0,0,0,0,0,0
425972674207761_519053468233014,https://www.facebook.com/UnitedIssue/posts/519053468233014,"【德媒】 「愛的大遊行」回來柏林了！

U.I網頁版： http://united-issue.com/posts/283

　　派對和政治：「愛的大遊行(Love Parade)」將再度在柏林舉辦，而這次會著重在社會議題上，如移民以及都市計畫。

　　鐵克諾*大遊行(Techno-Parade)將會於七月時，以「愛的行列」為口號再次於柏林舉辦。主辦人霍曼(Jens Hohmann)表示，會在本周和官員登記。「我們不要愛的遊行的復興」，他強調，「這更是場為了彼此與寬容的遊行。」

　　遊行中會有十個車隊不會放置廣告和贊助商。隊伍預計在七月十八號時，從亞歷山大廣場前往十字山。

　　人們顯然因此活動憶起轉變鐵克諾圈的根源，並提出政治議題。主辦方表示，活動應引起民眾對議題的重視，如特定地區因租金提升導致的人口變遷，以及難民的狀況。「一場單純的遊行可能只會來五十到一百個人，但有音樂的話會有更多人參與。」

　　愛的大遊行由鐵克諾音樂DJ Dr. Motte創立，並在1989年時於柏林第一次舉辦，並在那裡發展成觀光的磁鐵；隨著活動不斷地擴大，移到了魯爾區舉行；在2010年夏天歷經了21人於杜伊斯堡*死亡的悲慘事件後，這個鐵克諾派對最終結束了。主辦方說明，2015年在柏林舉辦該活動時，有可能會進行一分鐘的默哀儀式，以紀念這場災難。cbu/dpa

資料來源: http://goo.gl/Rswv5l

備註:*鐵克諾音樂(Techno Musik)：又譯「高科技舞曲」，是一種電子音樂，發源於80年代中期到晚期的密西根州底特律市。在1988年，「鐵克諾」一詞首度被用作標示音樂類型，而如今舞池上各種鐵克諾曲風五花八門，族繁不及備載，然而底特律鐵克諾（Detroit techno）仍被視為所有分支曲風的基底。(取自維基百科)

*愛的大遊行(Love Parade)：它是世界上規模最大的舞會活動，自首辦以來已吸引了約1200萬人參與。2010年7月24日在杜伊斯堡舉行的活動由於過度擁擠而發生踩踏事件，造成21人喪生，超過511人受傷。由於發生嚴重踩踏死傷事件，德國電子音樂節愛的大遊行永久停止舉辦。(取自維基百科)

譯者：P.Yang",Status,,,"03/13/2015 06:00:03 PM",652,652,0,1399,1399,0,37,,16,,,16,,25,32,1,25,,1,31,,0,0,,,,,,,1344,612,0,0,37,0,,,,,0,,,,
425972674207761_518678851603809,https://www.facebook.com/UnitedIssue/posts/518678851603809,"【日媒】 福井縣研發抗熱「第二代越光米」　秀原產地企圖心

U.I網頁版： http://united-issue.com/posts/282

原產品牌米「越光米」的福井縣正式展開「第二代越光米」的研發。全球暖化日益嚴重，越光米的後繼品種必須能適應高溫，從當初候選的二十幾種品種中約略篩選出十種，接著四月後栽種實驗，判斷風味後再決定最終品種。

說到越光米，腦海總是浮現種植面積最大的新潟縣。福井縣推出新品牌，展現越光米發祥地的氣魄，預計2年後販售。

福井縣立農業試驗場的石墨慶一郎承接了在新潟縣的育種，於1956年成功培植出越光米。命名靈感是舊地名「越前」，蘊含「在越國發揚光大」的期望。

不過，相對於早在1956年就選擇越光米作為耕作獎勵品種的新潟縣，福井縣晚了16年，直至1972年才推廣種植。不推行的原因是認為稻子不耐風吹，容易偃倒，可是新潟縣一開始就積極栽種越光米，「弱點用栽培方法就能克服」。

越光米自問世以來經過近60年，雖然佔日本全體稻米栽種面積三分之一以上，產地福井縣予人的印象始終很薄弱。近年因夏季高溫而造成品質下滑也開始被視為問題。

因此，福井縣立農業試驗場於2011年新設「第二代越光米開發部門」，開始研究耐熱、抗颱風的新品種。

第一年在試驗場內的稻田，將20萬種候選品種各試種一株，挑出抵抗力強的1萬2000種。2012年與獨立行政法人「農業生物資源研究所」共同研究，縮小抵禦高溫白米部分白濁化的基因在染色體上的位置範圍，再開發判別擁有該種遺傳信息的品種的技術，篩選出候補品種。

「第二代越光米」開發部部長清水豐弘雄心勃勃地說：「耐熱等特性的基本篩選已經結束了，往後就判斷風味和產量，希望生產出超越越光米的全國品牌。」

資料來源: http://goo.gl/weCmP8



譯者： G.L.",Link,,,"03/12/2015 06:00:00 PM",379,379,0,744,744,0,19,,10,,,10,,12,14,,12,,,14,,0,0,,,,,,,700,347,0,0,19,0,0,0,0,0,0,0,0,0,0
425972674207761_518279018310459,https://www.facebook.com/UnitedIssue/posts/518279018310459,"【俄媒】 倫齊與普京會面後，俄氣公司大幅增加供給歐洲的天然氣

U.I網頁版： http://united-issue.com/posts/281

“烏克蘭天然氣”公司宣布，“俄羅斯天然氣”公司於週五(3/6)將經由烏克蘭出口到歐洲的天然氣提高60%，達到17億4300萬立方米。對於出口量如此劇烈的成長，“俄羅斯天然氣”拒絕做任何解釋。

截至目前，俄氣公司一直減少供給歐洲的天然氣，原因之一變是避免烏克蘭收到歐洲國家逆向供應的天然氣(譯註1)。因此據《國際文傳社》的公布的數據，2014年的出口量下跌10%，僅有15億立方米，而2015年一、二月份的則減少了四分之一，剩下2億1300萬立方米。

國家能源安全協會的副會長阿力克榭‧格里瓦奇指出，這可能是因為歐洲的消費者要求俄氣公司增加供給，畢竟需要取暖的季節還沒結束，而歐洲天然氣的地下存量已經接近枯竭。

《國際文通》寫道，2月25日時的存量只有全滿的38%，而早先儀表顯示也僅有40%。然而2014年歐洲的地下天然氣總存量已經從4600百萬噸提升到5200百萬噸。其中狀況比較糟的有德國、義大利、奧地利、比利時、斯洛伐克與波蘭。(以上國家皆有逆向供應烏克蘭天然氣(譯註1))

而義大利，是俄氣公司除了德國外的第一大客戶，2014年共進口了2億1700百萬立方米的俄國天然氣；而該國近三分之一的天然氣輸送會途經烏克蘭。

昨日(3/5))抵達莫斯科的義大利總理馬泰爾‧倫齊，與俄羅斯總統弗拉基米爾‧普京會面。同日俄氣公司的管理人阿力克謝‧米列也與德國“Wintershall”天然氣公司的總經理萊涅‧席列進行會談，商議供應歐洲天然氣之事。俄氣公司表示，會議中討論到：『鑒於途經烏克蘭的運輸風險日益上升，往歐洲的出口必須有替代方案』

格里瓦奇認為，應該是倫齊與席列要求增加供給的。限制出口量畢竟會讓他們失去可觀的收入，因此對俄氣公司而言，這是很有利的條件。

Wintershall曾是『南方供給線』(譯註2)計畫的投資者之一，但俄羅斯拒絕其參與『土耳其供給線』(譯註3)的建造後，這家德國公司至今尚未宣布新的投資計畫。

俄氣公司的公關部門向本報《領導報》表示，米列與席列討論的便是Wintershall加入土耳其供給線的計畫，但沒透漏其他細節。Wintershall對此消息則拒絕回應。

總統祕書長迪米特里‧皮斯科夫向本報指出，普京與倫齊在週四(3/5)也討論了義大利參與土耳其供給線的問題。普京於週五(3/6)早晨，亦和聯邦安全會議商討供給歐洲與烏克蘭天然氣之事。「現在決定，必須不計一切代價，來確保途經這些國家的天然氣，可以完好無損地送到東西歐的消費者手上。」皮斯科夫向記者這樣說道。當問到普京與倫齊是否要增加對歐洲的供給時，皮斯科夫則拒絕回答。

義大利的埃尼集團也是南方供給線的股東，而它的子公司賽班企業本來會負責第一段線路的建造工程。但這將近20億歐元的獲利卻在2014年戛然而止。對此，《領導報》從俄氣公司接獲資料，顯示和賽班企業的合約已改為建立土耳其供給線。分析網站Small Letter的負責人維塔利‧克留柯夫認為，不久後便可以證實這項決議，畢竟土耳其供給線的建造必須仰賴埃尼集團。

俄氣公司同時對所有可能的參與者釋出善意。比方說，提供了土耳其6%的天然氣折扣，並增加10%的供給量。普京也承諾，原本與匈牙利在2015年到期的合約，將改成在滿足匈牙利的內需後才結束。塞爾維亞天然氣公司的總經理杜山‧巴伊托維奇則宣布(消息來源:路透社)，俄國供給塞爾維亞的天然氣價格，將從第一季的每1000立方米380美金，自第二季起下降為270美金，預計第三季會降為220美金。

俄氣公司不斷試圖以類似的方法，建立不需通過烏克蘭的輸送路線。普京就曾在2013年交辦其著手亞馬爾半島(譯註4)到歐洲的管線，預計通過白俄羅斯及波蘭，但後來遭遇波蘭強烈反抗。

然而週三(3/4)波蘭報紙《共和國》報宣稱，俄氣公司向波蘭石油與天然氣公司PGNiG提出『特殊條件』。而週一(3/2)時，財經新聞網站Prime引用俄羅斯─白俄羅斯聯盟的會議資料，指出俄氣公司到2020年為止，將在白俄羅斯投注360萬美元，來建立地下天然氣儲存設備。這正是亞馬爾─歐洲計畫的內容。「一切都準備妥當了，只差還沒動工。」一名和俄氣公司交好的人士如此說道，而關於給PGNiG的條件是否會奏效，他則認為「還要再觀察。」

資料來源: http://goo.gl/1cfHgj

備註:- 譯註1：

俄羅斯天然氣的逆向供給是指，在俄氣公司將提供烏克蘭的天然氣價格提升近乎兩倍之後，歐洲國家自俄羅斯購買天然氣，再而轉賣給烏克蘭。由於轉賣、最終消費行為都在烏克蘭境內發生，俄國一直認為這是非法的商業行為。

相關新聞：歐洲對烏克蘭逆向供應天然氣(2014.09.29)
http://big5.tsrus.cn/jingji/2014/09/29/37245.html

- 譯註2：

南方供給線Южный поток，由俄羅斯在2010年開始的計畫，要建造穿越黑海、從巴爾幹半島到義大利、奧地利的天然氣輸送管線，但該計畫在2014年普京於土耳其交涉後，因為歐盟的緊張關係而中止。

- 譯註3：

土耳其供給線Турецкого потока，南方供給線建造停擺後，2015年二月時普京、《俄氣》公司管理人阿力克謝‧米列，先後和土耳其能源部長塔聶爾‧伊吉茲會談，而後宣布建立經由黑海供給土耳其天然氣的“土耳其供給線”

- 譯註4:

亞馬爾半島полуо́стров Яма́л，位於西伯利亞西北方，是俄羅斯天然氣存量最大的地區。全區東西距離達700公里，而亞馬爾吉是當地方言裡『世界盡頭』的意思。

&gt; 相關新聞：

【俄媒】 梅德韋傑夫與倫齊對俄義合作深具信心

http://united-issue.com/posts/278

譯者：Shan",Link,,,"03/11/2015 06:02:00 PM",444,444,0,884,884,0,27,,8,,,8,,20,23,5,17,,5,18,,0,0,,,,,,,841,411,0,0,27,0,0,0,0,0,0,0,0,0,0
425972674207761_517814158356945,https://www.facebook.com/UnitedIssue/posts/517814158356945,"【日媒】 福島高中生製防災機器人　具偵測、通訊功能

U.I網頁版： http://united-issue.com/posts/279

福島高中生製造的「防災機器人」廣受各國好評。開發靈感來自於親身經歷過的東日本大地震。為了在地震、火災時搶救生命，機器人搭載著各式各樣的功能。

全世界最大的家電展銷會裡，最先進技術是眾所矚目的焦點。18歲的日本高中生伊藤謙志郎、鈴木智彌、上田勇一朗三人出現在會場，向世界各國發表他們的產品：「這是多功能防災機器人，叫做『守護機器人』。」

所謂的「守護機器人」，就是守護家人的安全，「保護機器人」的意思。內置溫度偵測器等四個偵測器，擁有檢測地震、火災、入侵者，並且立即通報的防災功能，去年在偵測技術創意點子的比賽中獲得優勝。鈴木智彌解釋，如果發生地震，「守護機器人」會傳遞郵件給主人，觀展的中國企業CEO讚美：「這在實際生活中對人們很有幫助。」

為什麼會想要研發出像這樣的防災機器人呢？鈴木智彌說：「我們是福島人，嚐過震災的痛苦，因此不只是傷心難過，一定要從我們自己開始做些什麼才行。」

四年前3月11日，在福島縣大玉村，那時國中2年級的鈴木在這裡遭到大地震的襲擊，「完全無法得知家人的安全和最新消息，真的很恐怖。」他深深感受到災害時情報和通訊的重要。在那之後，福島第一核能發電廠出事了。當時入內調查的機器人是美國製的，鈴木對此燃起不服輸的鬥志，「想發明危急時刻也能馬上使用的機器人。」

震災隔年，他進入了以製造機器人而聞名的郡山北工業高等學校。他和朋友伊藤、上田商量後，決定開發防災機器人。於焉誕生的「守護機器人」具備繼防災的第二大功能－緊急時刻啟用的探查功能。例如，在危險瓦礫的下方用遠距操控搜救，機器人檢測到體溫後，會立即自動停止，響鈴通報，接著再視訊通話。

鈴木三人想藉由這個機器人幫助福島人。事實上，至今仍有11萬8000人以上的福島縣民被迫過著避難生活。這天，他們造訪郡山市內的組合屋，在此避難的雙葉町居民都聚集過來了。他們解說「守護機器人」的第三功能－通訊功能，這是因避難而不得不獨居的老年人和家人用視訊聯絡的功能。

再來就實地在組合屋中測試「守護機器人」。他們三人首次進入組合屋，「比我們想像中還窄。」災民小川貴永建議：「機器人再小巧一些比較好。」

機器人能在出入空間有限的災區發揮作用嗎？小川貴永播放去年在雙葉町拍的影片。輻射線在過去一年間超過50毫西佛，因此現在不能住人。

地板上物品散亂，這不僅是地震震落的。小川貴永解釋：「小偷不弄壞鎖，而是破壞掉整個門進來的，不考慮這種狀況來用機器人是不行的。」現在的「守護機器人」無法在那樣亂七八糟的地方移動。鈴木說：「一定要把機器人改良成能應付各種災害場合才行。」

小川現在擔心的是，住在對面的父親會不會引發火災。因為他的父親在被輾轉搬遷避難所時，出現了失智症症狀。所以，他們把機器人放在父親身邊，模擬火災發生的情況，小川馬上收到通知火災的郵件，連上視訊通話確定父親安全，「恩恩，聽得到（父親的聲音），沒問題。」知道即使發生火災，也能立刻看到對方確認安危。

小川貴永表示：「身為高中生的你們，因為有這樣的問題意識而有所作為，這非常地激勵人心。」今年春天，鈴木三人即將畢業，將改良和實用化「守護機器人」的任務交棒給學弟妹。鈴木智彌說：「如果能變成更好的機器人來貢獻社會，我們會很開心。」

「守護機器人」預計四月以後，歸類於監視機器人上市販售。

資料來源: http://goo.gl/vIU8ZO


譯者： G.L.",Link,,,"03/10/2015 06:00:02 PM",420,420,0,859,859,0,19,,13,1,,13,1,10,12,2,8,,2,10,,0,0,,,,,,,680,327,0,0,19,0,0,0,0,0,0,0,0,0,0
